openrouter_id,display_name,is_active,description,context_length,input_price_usd_million,output_price_usd_million,is_multimodal,cost_band,is_free,supports_reasoning,supports_pdf,current_elo_score,created_at,updated_at,matched_lmsys_model,matched_elo_score,match_confidence,match_reasoning,lmsys_rank,lmsys_organization,has_elo_match
deepseek/deepseek-r1-distill-qwen-32b:free,DeepSeek: R1 Distill Qwen 32B (free),YES,"DeepSeek R1 Distill Qwen 32B is a distilled large language model based on [Qwen 2.5 32B](https://huggingface.co/Qwen/Qwen2.5-32B), using outputs from [DeepSeek R1](/deepseek/deepseek-r1). It outperforms OpenAI's o1-mini across various benchmarks, achieving new state-of-the-art results for dense models.

Other benchmark results include:

- AIME 2024 pass@1: 72.6
- MATH-500 pass@1: 94.3
- CodeForces Rating: 1691

The model leverages fine-tuning from DeepSeek R1's outputs, enabling competitive performance comparable to larger frontier models.",16000,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:34.729391,,,,No confident match found,,,NO
deepseek/deepseek-r1-zero:free,DeepSeek: DeepSeek R1 Zero (free),YES,"DeepSeek-R1-Zero is a model trained via large-scale reinforcement learning (RL) without supervised fine-tuning (SFT) as a preliminary step. It's 671B parameters in size, with 37B active in an inference pass.

It demonstrates remarkable performance on reasoning. With RL, DeepSeek-R1-Zero naturally emerged with numerous powerful and interesting reasoning behaviors.

DeepSeek-R1-Zero encounters challenges such as endless repetition, poor readability, and language mixing. See [DeepSeek R1](/deepseek/deepseek-r1) for the SFT model.

",128000,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:26.429825,,,,No confident match found,,,NO
deepseek/deepseek-r1:free,DeepSeek: R1 (free),YES,"DeepSeek R1 is here: Performance on par with [OpenAI o1](/openai/o1), but open-sourced and with fully open reasoning tokens. It's 671B parameters in size, with 37B active in an inference pass.

Fully open-source model & [technical report](https://api-docs.deepseek.com/news/news250120).

MIT licensed: Distill & commercialize freely!",163840,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:37.329796,,,,No confident match found,,,NO
deepseek/deepseek-v3-base:free,DeepSeek: DeepSeek V3 Base (free),YES,"Note that this is a base model mostly meant for testing, you need to provide detailed prompts for the model to return useful responses. 

DeepSeek-V3 Base is a 671B parameter open Mixture-of-Experts (MoE) language model with 37B active parameters per forward pass and a context length of 128K tokens. Trained on 14.8T tokens using FP8 mixed precision, it achieves high training efficiency and stability, with strong performance across language, reasoning, math, and coding tasks. 

DeepSeek-V3 Base is the pre-trained model behind [DeepSeek V3](/deepseek/deepseek-chat-v3)",163840,,,NO,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:18.229966,,,,No confident match found,,,NO
eleutherai/llemma_7b,EleutherAI: Llemma 7b,YES,"Llemma 7B is a language model for mathematics. It was initialized with Code Llama 7B weights, and trained on the Proof-Pile-2 for 200B tokens. Llemma models are particularly strong at chain-of-thought mathematical reasoning and using computational tools for mathematics, such as Python and formal theorem provers.",4096,1.5999999999999999,2.4,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:14.429788,,,,No confident match found,,,NO
eva-unit-01/eva-llama-3.33-70b,EVA Llama 3.33 70B,YES,"EVA Llama 3.33 70b is a roleplay and storywriting specialist model. It is a full-parameter finetune of [Llama-3.3-70B-Instruct](https://openrouter.ai/meta-llama/llama-3.3-70b-instruct) on mixture of synthetic and natural data.

It uses Celeste 70B 0.1 data mixture, greatly expanding it to improve versatility, creativity and ""flavor"" of the resulting model

This model was built with Llama by Meta.
",16384,8.0,12.0,NO,$$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:41.029958,Llama-3.3-70B-Instruct,1253,81.0%,Exact variant match; Same model family,64,Meta,YES
eva-unit-01/eva-qwen-2.5-32b,EVA Qwen2.5 32B,YES,"EVA Qwen2.5 32B is a roleplaying/storywriting specialist model. It's a full-parameter finetune of Qwen2.5-32B on mixture of synthetic and natural data.

It uses Celeste 70B 0.1 data mixture, greatly expanding it to improve versatility, creativity and ""flavor"" of the resulting model.",16384,5.2,6.8,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:46.329862,Qwen3-32B,1324,72.0%,Exact variant match; Same model family,18,Alibaba,YES
eva-unit-01/eva-qwen-2.5-72b,EVA Qwen2.5 72B,YES,"EVA Qwen2.5 72B is a roleplay and storywriting specialist model. It's a full-parameter finetune of Qwen2.5-72B on mixture of synthetic and natural data.

It uses Celeste 70B 0.1 data mixture, greatly expanding it to improve versatility, creativity and ""flavor"" of the resulting model.",16384,8.0,12.0,NO,$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:43.729806,,,,No confident match found,,,NO
featherless/qwerky-72b:free,Qwerky 72B (free),YES,"Qwerky-72B is a linear-attention RWKV variant of the Qwen 2.5 72B model, optimized to significantly reduce computational cost at scale. Leveraging linear attention, it achieves substantial inference speedups (>1000x) while retaining competitive accuracy on common benchmarks like ARC, HellaSwag, Lambada, and MMLU. It inherits knowledge and language support from Qwen 2.5, supporting approximately 30 languages, making it suitable for efficient inference in large-context applications.",32768,,,NO,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:20.629781,,,,No confident match found,,,NO
google/gemini-2.0-flash-001,Google: Gemini 2.0 Flash,YES,"Gemini Flash 2.0 offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 1.5](/google/gemini-flash-1.5), while maintaining quality on par with larger models like [Gemini Pro 1.5](/google/gemini-pro-1.5). It introduces notable enhancements in multimodal understanding, coding capabilities, complex instruction following, and function calling. These advancements come together to deliver more seamless and robust agentic experiences.",1048576,0.19999999999999998,0.7999999999999999,YES,$,NO,NO,YES,1446,2025-05-07 21:34:51.563806,2025-05-24 16:59:30.630018,Gemini-2.0-Flash-001,1351,108.0%,Exact variant match; Strong feature alignment; High string similarity; Same model family,10,Google,YES
google/gemini-2.0-flash-exp:free,Google: Gemini 2.0 Flash Experimental (free),YES,"Gemini Flash 2.0 offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 1.5](/google/gemini-flash-1.5), while maintaining quality on par with larger models like [Gemini Pro 1.5](/google/gemini-pro-1.5). It introduces notable enhancements in multimodal understanding, coding capabilities, complex instruction following, and function calling. These advancements come together to deliver more seamless and robust agentic experiences.",1048576,,,YES,,YES,NO,NO,1446,2025-05-07 21:34:51.563806,2025-05-24 16:59:42.029990,Gemini-2.0-Flash-Lite,1309,98.27%,Exact variant match; Strong feature alignment; Same model family,23,Google,YES
google/gemini-2.0-flash-lite-001,Google: Gemini 2.0 Flash Lite,YES,"Gemini 2.0 Flash Lite offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 1.5](/google/gemini-flash-1.5), while maintaining quality on par with larger models like [Gemini Pro 1.5](/google/gemini-pro-1.5), all at extremely economical token prices.",1048576,0.15,0.6,YES,$,NO,NO,YES,1446,2025-05-07 21:34:51.563806,2025-05-24 16:59:28.029983,Gemini-1.5-Flash-001,1223,91.11%,Exact variant match; Strong feature alignment; Same model family,83,Google,YES
google/gemini-2.5-flash-preview,Google: Gemini 2.5 Flash Preview 04-17,YES,"Gemini 2.5 Flash is Google's state-of-the-art workhorse model, specifically designed for advanced reasoning, coding, mathematics, and scientific tasks. It includes built-in ""thinking"" capabilities, enabling it to provide responses with greater accuracy and nuanced context handling. 

Note: This model is available in two variants: thinking and non-thinking. The output pricing varies significantly depending on whether the thinking capability is active. If you select the standard variant (without the "":thinking"" suffix), the model will explicitly avoid generating thinking tokens. 

To utilize the thinking capability and receive thinking tokens, you must choose the "":thinking"" variant, which will then incur the higher thinking-output pricing. 

Additionally, Gemini 2.5 Flash is configurable through the ""max tokens for reasoning"" parameter, as described in the documentation (https://openrouter.ai/docs/use-cases/reasoning-tokens#max-tokens-for-reasoning).",1048576,0.3,1.2,YES,$$,NO,NO,YES,1446,2025-05-07 21:34:51.563806,2025-05-24 16:59:11.829932,Gemini-2.5-Flash-Preview-04-17,1387,112.0%,Exact variant match; Strong feature alignment; High string similarity; Same model family,6,Google,YES
google/gemini-2.5-flash-preview-05-20,Google: Gemini 2.5 Flash Preview 05-20,YES,"Gemini 2.5 Flash May 20th Checkpoint is Google's state-of-the-art workhorse model, specifically designed for advanced reasoning, coding, mathematics, and scientific tasks. It includes built-in ""thinking"" capabilities, enabling it to provide responses with greater accuracy and nuanced context handling. 

Note: This model is available in two variants: thinking and non-thinking. The output pricing varies significantly depending on whether the thinking capability is active. If you select the standard variant (without the "":thinking"" suffix), the model will explicitly avoid generating thinking tokens. 

To utilize the thinking capability and receive thinking tokens, you must choose the "":thinking"" variant, which will then incur the higher thinking-output pricing. 

Additionally, Gemini 2.5 Flash is configurable through the ""max tokens for reasoning"" parameter, as described in the documentation (https://openrouter.ai/docs/use-cases/reasoning-tokens#max-tokens-for-reasoning).",1048576,0.3,1.2,YES,$$,NO,YES,YES,1446,2025-05-21 18:33:37.187467,2025-05-24 16:59:00.930059,Gemini-2.5-Flash-Preview-05-20,1418,112.0%,Exact variant match; Strong feature alignment; High string similarity; Same model family,2,Google,YES
google/gemini-2.5-flash-preview-05-20:thinking,Google: Gemini 2.5 Flash Preview 05-20 (thinking),YES,"Gemini 2.5 Flash May 20th Checkpoint is Google's state-of-the-art workhorse model, specifically designed for advanced reasoning, coding, mathematics, and scientific tasks. It includes built-in ""thinking"" capabilities, enabling it to provide responses with greater accuracy and nuanced context handling. 

Note: This model is available in two variants: thinking and non-thinking. The output pricing varies significantly depending on whether the thinking capability is active. If you select the standard variant (without the "":thinking"" suffix), the model will explicitly avoid generating thinking tokens. 

To utilize the thinking capability and receive thinking tokens, you must choose the "":thinking"" variant, which will then incur the higher thinking-output pricing. 

Additionally, Gemini 2.5 Flash is configurable through the ""max tokens for reasoning"" parameter, as described in the documentation (https://openrouter.ai/docs/use-cases/reasoning-tokens#max-tokens-for-reasoning).",1048576,0.3,7.0,YES,$$,NO,YES,YES,1446,2025-05-21 18:33:37.435885,2025-05-24 16:59:01.229950,Gemini-1.5-Flash-002,1268,88.0%,Exact variant match; Strong feature alignment; Same model family,47,Google,YES
google/gemini-2.5-flash-preview:thinking,Google: Gemini 2.5 Flash Preview 04-17 (thinking),YES,"Gemini 2.5 Flash is Google's state-of-the-art workhorse model, specifically designed for advanced reasoning, coding, mathematics, and scientific tasks. It includes built-in ""thinking"" capabilities, enabling it to provide responses with greater accuracy and nuanced context handling. 

Note: This model is available in two variants: thinking and non-thinking. The output pricing varies significantly depending on whether the thinking capability is active. If you select the standard variant (without the "":thinking"" suffix), the model will explicitly avoid generating thinking tokens. 

To utilize the thinking capability and receive thinking tokens, you must choose the "":thinking"" variant, which will then incur the higher thinking-output pricing. 

Additionally, Gemini 2.5 Flash is configurable through the ""max tokens for reasoning"" parameter, as described in the documentation (https://openrouter.ai/docs/use-cases/reasoning-tokens#max-tokens-for-reasoning).",1048576,0.3,7.0,YES,$$,NO,NO,YES,1446,2025-05-07 21:34:51.563806,2025-05-24 16:59:12.129947,Gemini-1.5-Flash-8B-001,1209,86.67%,Exact variant match; Strong feature alignment; Same model family,86,Google,YES
google/gemini-2.5-pro-exp-03-25,Google: Gemini 2.5 Pro Experimental,YES,"This model has been deprecated by Google in favor of the (paid Preview model)[google/gemini-2.5-pro-preview]
 
Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathematics, and scientific tasks. It employs “thinking” capabilities, enabling it to reason through responses with enhanced accuracy and nuanced context handling. Gemini 2.5 Pro achieves top-tier performance on multiple benchmarks, including first-place positioning on the LMArena leaderboard, reflecting superior human-preference alignment and complex problem-solving abilities.",1048576,,,YES,,YES,NO,YES,1446,2025-05-07 21:34:51.563806,2025-05-24 16:59:19.481665,Gemini-2.5-Pro-Preview-05-06,1446,96.0%,Exact variant match; Strong feature alignment; Same model family,1,Google,YES
google/gemini-2.5-pro-preview,Google: Gemini 2.5 Pro Preview,YES,"Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathematics, and scientific tasks. It employs “thinking” capabilities, enabling it to reason through responses with enhanced accuracy and nuanced context handling. Gemini 2.5 Pro achieves top-tier performance on multiple benchmarks, including first-place positioning on the LMArena leaderboard, reflecting superior human-preference alignment and complex problem-solving abilities.",1048576,2.5,20.0,YES,$$$,NO,NO,YES,1446,2025-05-07 21:34:51.563806,2025-05-24 16:59:02.429905,Gemini Pro,1107,86.67%,Exact variant match; Strong feature alignment; Same model family,134,Google,YES
google/gemini-flash-1.5,Google: Gemini 1.5 Flash ,YES,"Gemini 1.5 Flash is a foundation model that performs well at a variety of multimodal tasks such as visual understanding, classification, summarization, and creating content from image, audio and video. It's adept at processing visual and text inputs such as photographs, documents, infographics, and screenshots.

Gemini 1.5 Flash is designed for high-volume, high-frequency tasks where cost and latency matter. On most common tasks, Flash achieves comparable quality to other Gemini Pro models at a significantly reduced cost. Flash is well-suited for applications like chat assistants and on-demand content generation where speed and scale matter.

Usage of Gemini is subject to Google's [Gemini Terms of Use](https://ai.google.dev/terms).

#multimodal",1000000,0.15,0.6,YES,$,NO,NO,NO,1446,2025-05-07 21:34:51.563806,2025-05-24 17:00:09.430069,Gemini Advanced App (2024-05-14),1263,78.67%,Exact variant match; Strong feature alignment; Same model family,51,Google,YES
google/gemini-flash-1.5-8b,Google: Gemini 1.5 Flash 8B,YES,"Gemini Flash 1.5 8B is optimized for speed and efficiency, offering enhanced performance in small prompt tasks like chat, transcription, and translation. With reduced latency, it is highly effective for real-time and large-scale operations. This model focuses on cost-effective solutions while maintaining high-quality results.

[Click here to learn more about this model](https://developers.googleblog.com/en/gemini-15-flash-8b-is-now-generally-available-for-use/).

Usage of Gemini is subject to Google's [Gemini Terms of Use](https://ai.google.dev/terms).",1000000,0.075,0.3,YES,$,NO,NO,NO,1446,2025-05-07 21:34:51.563806,2025-05-24 16:59:51.130204,,,,No confident match found,,,NO
google/gemini-pro-1.5,Google: Gemini 1.5 Pro,YES,"Google's latest multimodal model, supports image and video[0] in text or chat prompts.

Optimized for language tasks including:

- Code generation
- Text generation
- Text editing
- Problem solving
- Recommendations
- Information extraction
- Data extraction or generation
- AI agents

Usage of Gemini is subject to Google's [Gemini Terms of Use](https://ai.google.dev/terms).

* [0]: Video input is not available through OpenRouter at this time.",2000000,2.5,10.0,YES,$$$,NO,NO,NO,1446,2025-05-07 21:34:51.563806,2025-05-24 17:00:13.130179,Gemini-1.5-Pro-002,1299,103.2%,Exact variant match; Strong feature alignment; High string similarity; Same model family,27,Google,YES
google/gemma-2-27b-it,Google: Gemma 2 27B,YES,"Gemma 2 27B by Google is an open model built from the same research and technology used to create the [Gemini models](/models?q=gemini).

Gemma models are well-suited for a variety of text generation tasks, including question answering, summarization, and reasoning.

See the [launch announcement](https://blog.google/technology/developers/google-gemma-2/) for more details. Usage of Gemma is subject to Google's [Gemma Terms of Use](https://ai.google.dev/gemma/terms).",8192,0.19999999999999998,0.6,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:03.329886,Gemma-2-27B-it,1216,92.0%,Exact variant match; High string similarity; Same model family,84,Google,YES
google/gemma-2-9b-it,Google: Gemma 2 9B,YES,"Gemma 2 9B by Google is an advanced, open-source language model that sets a new standard for efficiency and performance in its size class.

Designed for a wide variety of tasks, it empowers developers and researchers to build innovative applications, while maintaining accessibility, safety, and cost-effectiveness.

See the [launch announcement](https://blog.google/technology/developers/google-gemma-2/) for more details. Usage of Gemma is subject to Google's [Gemma Terms of Use](https://ai.google.dev/gemma/terms).",8192,0.04,0.12,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:04.129908,Gemma-2-9B-it,1189,92.0%,Exact variant match; High string similarity; Same model family,102,Google,YES
google/gemma-2-9b-it:free,Google: Gemma 2 9B (free),YES,"Gemma 2 9B by Google is an advanced, open-source language model that sets a new standard for efficiency and performance in its size class.

Designed for a wide variety of tasks, it empowers developers and researchers to build innovative applications, while maintaining accessibility, safety, and cost-effectiveness.

See the [launch announcement](https://blog.google/technology/developers/google-gemma-2/) for more details. Usage of Gemma is subject to Google's [Gemma Terms of Use](https://ai.google.dev/gemma/terms).",8192,,,NO,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:03.929865,Gemma-2-9B-it-SimPO,1213,79.83%,Exact variant match; Same model family,84,Princeton,YES
google/gemma-3-12b-it,Google: Gemma 3 12B,YES,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3 12B is the second largest in the family of Gemma 3 models after [Gemma 3 27B](google/gemma-3-27b-it)",131072,0.09999999999999999,0.19999999999999998,YES,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:23.329816,Gemma-3-12B-it,1317,92.0%,Exact variant match; High string similarity; Same model family,20,Google,YES
google/gemma-3-12b-it:free,Google: Gemma 3 12B (free),YES,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3 12B is the second largest in the family of Gemma 3 models after [Gemma 3 27B](google/gemma-3-27b-it)",96000,,,YES,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:23.129827,Gemma-3-27B-it,1339,76.0%,Exact variant match; Same model family,13,Google,YES
google/gemma-3-1b-it:free,Google: Gemma 3 1B (free),YES,"Gemma 3 1B is the smallest of the new Gemma 3 family. It handles context windows up to 32k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Note: Gemma 3 1B is not multimodal. For the smallest multimodal Gemma 3 model, please see [Gemma 3 4B](google/gemma-3-4b-it)",32768,,,YES,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:21.829816,Gemma-3-4B-it,1272,75.11%,Exact variant match; Same model family,41,Google,YES
google/gemma-3-27b-it,Google: Gemma 3 27B,YES,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3 27B is Google's latest open source model, successor to [Gemma 2](google/gemma-2-27b-it)",131072,0.19999999999999998,0.39999999999999997,YES,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:24.729784,Gemma-3n-e4b-it,1286,75.3%,Exact variant match; Same model family,33,Google,YES
google/gemma-3-27b-it:free,Google: Gemma 3 27B (free),YES,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3 27B is Google's latest open source model, successor to [Gemma 2](google/gemma-2-27b-it)",96000,,,YES,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:24.529827,,,,No confident match found,,,NO
google/gemma-3-4b-it,Google: Gemma 3 4B,YES,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling.",131072,0.04,0.08,YES,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:22.329840,,,,No confident match found,,,NO
google/gemma-3-4b-it:free,Google: Gemma 3 4B (free),YES,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling.",96000,,,YES,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:22.030100,,,,No confident match found,,,NO
google/gemma-3n-e4b-it:free,Google: Gemma 3n 4B (free),YES,"Gemma 3n E4B-it is optimized for efficient execution on mobile and low-resource devices, such as phones, laptops, and tablets. It supports multimodal inputs—including text, visual data, and audio—enabling diverse tasks such as text generation, speech recognition, translation, and image analysis. Leveraging innovations like Per-Layer Embedding (PLE) caching and the MatFormer architecture, Gemma 3n dynamically manages memory usage and computational load by selectively activating model parameters, significantly reducing runtime resource requirements.

This model supports a wide linguistic range (trained in over 140 languages) and features a flexible 32K token context window. Gemma 3n can selectively load parameters, optimizing memory and computational efficiency based on the task or device capabilities, making it well-suited for privacy-focused, offline-capable applications and on-device AI solutions. [Read more in the blog post](https://developers.googleblog.com/en/introducing-gemma-3n/)",8192,,,NO,,YES,NO,NO,,2025-05-21 18:33:36.935995,2025-05-24 16:59:00.729881,,,,No confident match found,,,NO
gryphe/mythomax-l2-13b,MythoMax 13B,YES,"One of the highest performing and most popular fine-tunes of Llama 2 13B, with rich descriptions and roleplay. #merge",4096,0.13,0.13,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:23.929879,,,,No confident match found,,,NO
inception/mercury-coder-small-beta,Inception: Mercury Coder Small Beta,YES,"Mercury Coder Small is the first diffusion large language model (dLLM). Applying a breakthrough discrete diffusion approach, the model runs 5-10x faster than even speed optimized models like Claude 3.5 Haiku and GPT-4o Mini while matching their performance. Mercury Coder Small's speed means that developers can stay in the flow while coding, enjoying rapid chat-based iteration and responsive code completion suggestions. On Copilot Arena, Mercury Coder ranks 1st in speed and ties for 2nd in quality. Read more in the [blog post here](https://www.inceptionlabs.ai/introducing-mercury).",32000,0.5,2.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:04.875692,,,,No confident match found,,,NO
infermatic/mn-inferor-12b,Infermatic: Mistral Nemo Inferor 12B,YES,"Inferor 12B is a merge of top roleplay models, expert on immersive narratives and storytelling.

This model was merged using the [Model Stock](https://arxiv.org/abs/2403.19522) merge method using [anthracite-org/magnum-v4-12b](https://openrouter.ai/anthracite-org/magnum-v4-72b) as a base.
",16384,1.5999999999999999,2.4,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:45.229842,,,,No confident match found,,,NO
inflection/inflection-3-pi,Inflection: Inflection 3 Pi,YES,"Inflection 3 Pi powers Inflection's [Pi](https://pi.ai) chatbot, including backstory, emotional intelligence, productivity, and safety. It has access to recent news, and excels in scenarios like customer support and roleplay.

Pi has been trained to mirror your tone and style, if you use more emojis, so will Pi! Try experimenting with various prompts and conversation styles.",8000,5.0,20.0,NO,$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:50.829848,,,,No confident match found,,,NO
inflection/inflection-3-productivity,Inflection: Inflection 3 Productivity,YES,"Inflection 3 Productivity is optimized for following instructions. It is better for tasks requiring JSON output or precise adherence to provided guidelines. It has access to recent news.

For emotional intelligence similar to Pi, see [Inflect 3 Pi](/inflection/inflection-3-pi)

See [Inflection's announcement](https://inflection.ai/blog/enterprise) for more details.",8000,5.0,20.0,NO,$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:50.629890,,,,No confident match found,,,NO
liquid/lfm-3b,Liquid: LFM 3B,YES,"Liquid's LFM 3B delivers incredible performance for its size. It positions itself as first place among 3B parameter transformers, hybrids, and RNN models It is also on par with Phi-3.5-mini on multiple benchmarks, while being 18.4% smaller.

LFM-3B is the ideal choice for mobile and other edge text-based applications.

See the [launch announcement](https://www.liquid.ai/liquid-foundation-models) for benchmarks and more info.",32768,0.04,0.04,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:36.529809,,,,No confident match found,,,NO
liquid/lfm-40b,Liquid: LFM 40B MoE,YES,"Liquid's 40.3B Mixture of Experts (MoE) model. Liquid Foundation Models (LFMs) are large neural networks built with computational units rooted in dynamic systems.

LFMs are general-purpose AI models that can be used to model any kind of sequential data, including video, audio, text, time series, and signals.

See the [launch announcement](https://www.liquid.ai/liquid-foundation-models) for benchmarks and more info.",32768,0.3,0.3,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:51.829837,,,,No confident match found,,,NO
liquid/lfm-7b,Liquid: LFM 7B,YES,"LFM-7B, a new best-in-class language model. LFM-7B is designed for exceptional chat capabilities, including languages like Arabic and Japanese. Powered by the Liquid Foundation Model (LFM) architecture, it exhibits unique features like low memory footprint and fast inference speed. 

LFM-7B is the world’s best-in-class multilingual language model in English, Arabic, and Japanese.

See the [launch announcement](https://www.liquid.ai/lfm-7b) for benchmarks and more info.",32768,0.02,0.02,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:36.329817,,,,No confident match found,,,NO
mancer/weaver,Mancer: Weaver (alpha),YES,"An attempt to recreate Claude-style verbosity, but don't expect the same level of coherence or memory. Meant for use in roleplay/narrative situations.",8000,3.0,3.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:22.629848,,,,No confident match found,,,NO
meta-llama/llama-2-70b-chat,Meta: Llama 2 70B Chat,YES,"The flagship, 70 billion parameter language model from Meta, fine tuned for chat completions. Llama 2 is an auto-regressive language model that uses an optimized transformer architecture. The tuned versions use supervised fine-tuning (SFT) and reinforcement learning with human feedback (RLHF) to align to human preferences for helpfulness and safety.",4096,1.7999999999999998,1.7999999999999998,NO,$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:24.130027,Llama-2-70B-chat,1089,108.0%,Exact variant match; Strong feature alignment; High string similarity; Same model family,145,Meta,YES
meta-llama/llama-3-70b-instruct,Meta: Llama 3 70B Instruct,YES,"Meta's latest class of model (Llama 3) launched with a variety of sizes & flavors. This 70B instruct-tuned version was optimized for high quality dialogue usecases.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3/). Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",8192,0.6,0.7999999999999999,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:12.230053,Llama-3-70B-Instruct,1203,108.0%,Exact variant match; Strong feature alignment; High string similarity; Same model family,92,Meta,YES
meta-llama/llama-3-8b-instruct,Meta: Llama 3 8B Instruct,YES,"Meta's latest class of model (Llama 3) launched with a variety of sizes & flavors. This 8B instruct-tuned version was optimized for high quality dialogue usecases.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3/). Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",8192,0.06,0.12,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:11.930101,Llama-3-8B-Instruct,1148,108.0%,Exact variant match; Strong feature alignment; High string similarity; Same model family,119,Meta,YES
meta-llama/llama-3.1-405b,Meta: Llama 3.1 405B (base),YES,"Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This is the base 405B pre-trained version.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3/). Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",32768,4.0,4.0,NO,$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:59.430024,Meta-Llama-3.1-405B-Instruct-fp8,1264,94.67%,Exact variant match; Strong feature alignment; Same model family,51,Meta,YES
